MAS_S,MAS_O,MAS_D,MAS_M,PD
3.35,2.27,0.77,2.33,42
3.8,2.11,0.22,2.83,43
4.09,2.11,0.29,1.56,35
3.62,2.05,0.89,2.9299999999999997,50
4.25,2.18,0.75,1.32,40
4.42,2.03,0.89,2.89,35
3.45,2.46,0.53,1.4,40
3.75,2.34,0.72,1.24,49
3.27,2.29,0.6900000000000001,1.44,36
3.69,2.05,0.9500000000000001,2.38,30
4.29,2.45,0.67,2.35,28
3.84,2.38,0.41000000000000003,1.47,29
3.98,2.24,0.93,1.6,28
3.77,2.05,0.01,1.5899999999999999,33
3.67,2.27,0.62,1.3599999999999999,34
3.62,2.41,0.76,1.0,40
3.13,2.2800000000000002,0.68,1.24,32
4.22,2.34,0.51,1.22,28
3.23,2.44,0.97,2.31,31
3.87,2.15,0.89,1.21,28
4.21,2.3,0.32,1.25,43
4.32,2.4,0.56,2.02,49
3.98,2.19,0.52,2.8,43
3.32,2.47,0.21,2.67,33
4.2,2.01,0.19,1.42,43
4.34,2.35,0.68,1.58,45
4.38,2.02,0.42,2.92,50
3.5300000000000002,2.32,0.4,2.51,44
3.13,2.22,0.92,1.62,44
4.36,2.47,0.35000000000000003,1.34,40
4.49,2.13,0.42,1.55,43
3.13,2.45,0.48,1.11,43
3.6,2.12,0.34,1.71,41
3.18,2.04,0.15,2.1500000000000004,28
3.46,2.5,0.3,1.12,46
3.2,2.02,0.78,2.45,28
3.65,2.09,0.47000000000000003,2.19,33
3.63,2.31,0.49,1.54,49
4.0,2.01,0.77,2.2,50
3.8200000000000003,2.2,0.8,2.76,37
4.38,2.21,0.7000000000000001,2.55,30
3.88,2.24,0.72,2.52,31
3.36,2.5,0.67,2.41,47
3.91,2.18,0.53,1.56,36
3.2800000000000002,2.02,0.84,1.97,48
3.93,2.19,0.88,1.6600000000000001,45
3.03,2.34,0.42,2.92,43
4.15,2.31,0.65,1.87,35
3.96,2.46,0.89,2.66,43
3.22,2.21,0.89,1.15,30
3.74,2.26,0.81,2.05,33
4.2,2.18,0.8300000000000001,1.87,28
3.76,2.1,0.5,2.77,48
3.85,2.5,0.01,2.66,50
4.4399999999999995,2.0,0.76,1.5899999999999999,40
4.47,2.14,0.14,1.47,33
4.390000000000001,2.04,0.53,1.12,31
3.36,2.05,0.14,2.9000000000000004,29
3.31,2.41,0.5700000000000001,1.73,42
3.11,2.22,0.6900000000000001,1.35,30
3.46,2.45,0.98,2.3200000000000003,30
3.76,2.4,0.8,2.3600000000000003,42
3.94,2.12,0.76,2.69,33
3.13,2.1,0.79,2.54,28
4.45,2.25,0.93,2.89,50
3.98,2.39,0.2,2.41,33
4.41,2.23,0.46,2.71,45
3.66,2.41,0.99,1.32,43
3.1,2.35,0.36,2.7,37
4.1,2.25,0.6900000000000001,1.77,36
4.26,2.04,0.21,2.99,45
3.09,2.46,0.91,1.05,41
3.88,2.26,0.54,2.76,42
999.0,999.0,999.0,999.0,999
3.39,2.5,0.48,1.12,37
4.27,2.22,0.67,2.74,50
3.06,2.2,0.78,2.33,39
4.36,2.19,0.76,2.87,40
3.16,2.03,0.31,1.52,47
4.43,2.11,0.47000000000000003,1.94,35
4.33,2.25,0.6900000000000001,2.62,35
3.03,2.07,0.39,2.59,33
3.25,2.06,0.56,2.17,50
3.63,2.47,0.6900000000000001,2.66,28
3.8200000000000003,2.31,0.63,2.9699999999999998,42
4.09,2.4,0.91,1.47,50
4.23,2.48,0.13,1.05,32
3.03,2.29,0.62,1.48,31
3.85,2.17,0.0,2.05,29
4.34,2.46,0.63,2.88,45
3.58,2.09,0.6,1.9100000000000001,32
3.62,2.25,0.29,2.24,46
3.5,2.07,0.26,1.18,48
3.75,2.2800000000000002,0.78,1.99,31
3.27,2.39,0.79,1.96,33
3.37,2.06,0.07,1.99,33
3.45,2.48,0.48,2.5300000000000002,37
4.23,2.14,0.27,2.83,29
3.95,2.36,0.9500000000000001,1.05,50
3.4,2.36,0.56,2.4299999999999997,35
3.16,2.02,0.23,1.72,38
4.07,2.11,0.63,1.29,32
3.11,2.26,0.39,2.79,30
4.03,2.26,0.09,1.87,42
3.41,2.1,0.46,2.6,44
4.42,2.05,0.22,2.95,40
3.46,2.22,0.47000000000000003,1.26,50
3.79,2.04,0.16,1.02,37
3.31,2.03,0.01,2.9699999999999998,38
4.37,2.37,0.99,1.62,42
3.34,2.17,0.3,1.56,30
4.05,2.48,1.0,1.8,31
4.5,2.06,0.7000000000000001,1.32,48
3.65,2.39,0.19,1.56,37
3.16,2.22,0.72,1.01,50
3.27,2.3,0.9500000000000001,2.31,37
3.73,2.44,0.96,2.58,38
3.37,2.4,0.25,1.97,35
3.9699999999999998,2.08,0.52,2.91,42
4.0600000000000005,2.24,0.29,1.79,49
3.7800000000000002,2.43,0.01,2.6100000000000003,36
3.69,2.25,0.97,1.55,48
4.29,2.07,0.43,1.54,40
4.09,2.5,0.8,2.6799999999999997,31
3.61,2.03,0.66,1.34,36
4.5,2.37,0.33,1.58,30
3.67,2.27,0.39,1.1,46
3.55,2.45,0.31,1.03,40
3.75,2.43,0.17,1.75,34
3.65,2.33,0.01,1.06,32
4.12,2.42,0.0,1.77,46
4.29,2.23,0.99,1.53,40
4.390000000000001,2.18,0.45,1.12,33
3.49,2.38,0.6900000000000001,2.14,38
3.65,2.42,0.11,1.45,48
4.21,2.36,0.38,1.74,48
3.55,2.04,0.04,2.23,36
4.12,2.41,0.18,2.54,46
4.13,2.04,0.54,2.4699999999999998,31
3.03,2.25,0.33,2.95,33
3.38,2.23,0.23,2.31,47
4.36,2.45,0.33,3.0,31
3.9699999999999998,2.2800000000000002,0.56,2.2,42
3.62,2.25,0.34,2.04,31
4.2,2.33,0.13,2.01,39
3.95,2.22,0.13,1.13,29
3.81,2.34,0.84,2.04,44
3.81,2.37,0.86,1.21,40
3.71,2.33,0.48,2.35,34
3.36,2.22,0.21,1.53,37
3.19,2.36,0.16,2.38,49
4.390000000000001,2.5,0.62,1.22,50
3.32,2.38,0.29,1.01,34
3.65,2.06,0.06,1.02,28
4.34,2.23,0.25,2.67,37
3.87,2.22,0.5,2.1799999999999997,42
3.95,2.2,0.3,1.85,35
3.05,2.48,0.56,2.7,47
3.96,2.4,0.5700000000000001,1.57,34
3.89,2.05,0.27,2.9299999999999997,32
4.22,2.2800000000000002,0.38,2.48,37
3.9699999999999998,2.24,0.78,2.88,37
3.41,2.46,0.8,1.43,29
3.34,2.02,0.76,1.09,42
3.5700000000000003,2.41,0.67,2.95,43
4.12,2.19,0.99,2.58,44
3.98,2.48,0.27,1.73,45
3.8,2.06,0.66,1.57,31
3.87,2.18,0.27,1.9500000000000002,50
3.31,2.05,0.91,2.09,37
3.91,2.26,0.02,2.09,30
4.25,2.34,0.34,2.49,30
3.86,2.32,0.8300000000000001,2.84,35
3.94,2.12,0.23,1.58,50
3.94,2.26,0.26,1.92,39
3.8200000000000003,2.49,0.58,2.59,40
3.83,2.41,0.35000000000000003,2.96,33
4.28,2.04,0.19,2.88,38
3.12,2.46,0.85,1.7000000000000002,28
4.4399999999999995,2.27,0.96,1.12,37
4.35,2.05,0.35000000000000003,1.22,38
3.83,2.27,0.73,2.45,44
3.37,2.37,0.8,1.72,50
3.45,2.36,0.35000000000000003,2.44,29
4.38,2.11,0.67,2.87,39
3.95,2.45,0.17,2.38,46
4.43,2.34,0.63,1.11,38
4.390000000000001,2.44,0.9500000000000001,2.1100000000000003,28
3.69,2.04,0.78,2.84,29
4.12,2.14,0.05,1.67,28
3.17,2.18,0.88,2.4000000000000004,36
4.04,2.42,0.12,2.6100000000000003,34
3.73,2.49,0.52,2.1100000000000003,42
3.15,2.03,0.04,1.27,50
4.12,2.01,0.37,1.6099999999999999,30
4.38,2.12,0.44,1.87,48
3.5300000000000002,2.2,0.45,1.6600000000000001,38
3.79,2.45,0.2,2.0,41
3.06,2.38,0.74,1.28,47
3.73,2.17,0.53,1.1400000000000001,39
4.35,2.18,0.29,1.37,29
3.65,2.2800000000000002,0.33,1.48,33
3.51,2.22,0.35000000000000003,1.8599999999999999,45
3.2,2.22,0.04,1.06,35
3.15,2.21,0.92,1.79,39
4.09,2.16,0.08,1.27,31
3.86,2.12,0.97,2.42,36
4.24,2.24,0.9500000000000001,1.54,32
3.73,2.02,0.32,1.47,46
3.35,2.47,0.19,1.43,30
4.13,2.22,0.99,2.14,50
3.21,2.2800000000000002,0.58,1.05,30
3.77,2.22,0.5700000000000001,1.17,48
3.74,2.2800000000000002,0.75,2.76,33
3.25,2.15,0.9,2.85,32
3.15,2.39,0.6,1.09,45
3.74,2.35,0.2,2.44,38
3.44,2.02,0.56,2.2800000000000002,33
4.3100000000000005,2.21,0.74,1.42,48
4.21,2.46,0.68,2.64,33
3.96,2.4,0.17,2.35,50
3.32,2.02,0.9500000000000001,1.51,43
3.07,2.43,0.59,2.37,30
3.71,2.2,0.03,2.76,39
3.68,2.09,0.93,1.3599999999999999,31
3.07,2.35,0.93,2.25,29
3.42,2.43,0.37,2.49,50
3.7199999999999998,2.45,0.06,2.55,29
3.49,2.03,0.35000000000000003,2.13,46
4.140000000000001,2.02,0.71,2.96,40
3.9699999999999998,2.03,0.65,1.1,43
3.99,2.3,0.14,2.8200000000000003,48
3.52,2.38,0.23,2.44,31
3.05,2.06,0.8300000000000001,1.29,48
3.62,2.18,1.0,2.2800000000000002,36
3.8200000000000003,2.48,0.93,1.27,40
4.1,2.1,0.56,1.18,49
4.28,2.02,0.87,1.58,41
3.2800000000000002,2.24,0.77,2.71,50
3.71,2.31,0.84,1.32,35
3.35,2.33,0.28,2.89,28
4.0,2.43,0.6,1.24,32
3.22,2.08,0.32,1.01,40
3.77,2.23,0.4,1.18,32
3.7199999999999998,2.37,0.76,2.55,35
3.43,2.46,0.89,1.45,38
3.2800000000000002,2.3,0.04,1.35,43
3.91,2.4,0.68,2.3,50
4.02,2.16,0.26,2.84,35
4.3,2.43,0.39,2.5,37
4.3,2.13,0.45,1.47,48
3.69,2.01,0.13,2.19,32
4.0600000000000005,2.31,0.33,1.8399999999999999,44
3.74,2.09,0.58,1.53,38
3.51,2.09,0.81,1.46,37
3.8200000000000003,2.35,0.49,1.47,30
3.62,2.0,0.75,1.78,41
4.22,2.07,0.27,2.21,35
4.01,2.49,0.0,2.77,48
4.3,2.42,0.75,1.23,42
4.15,2.46,0.26,1.69,47
4.41,2.18,0.02,1.3,32
3.07,2.3,0.31,1.06,45
4.11,2.23,0.35000000000000003,2.84,45
3.59,2.47,0.59,2.76,30
3.36,2.19,0.93,2.55,43
3.54,2.07,0.2,1.8599999999999999,34
3.5700000000000003,2.19,0.3,1.52,45
3.3,2.15,0.7000000000000001,2.63,41
4.12,2.43,0.58,1.38,31
4.17,2.1,0.16,2.7,39
3.73,2.39,0.45,1.51,36
3.46,2.01,0.0,1.6,42
3.16,2.44,0.7000000000000001,1.85,35
4.37,2.04,0.25,2.1799999999999997,46
4.27,2.31,0.85,1.9300000000000002,30
3.3,2.43,0.2,2.35,50
4.29,2.47,0.89,1.04,31
3.51,2.09,0.5,1.54,41
3.59,2.08,0.02,1.7000000000000002,28
3.22,2.49,0.27,1.78,39
4.33,2.5,0.32,1.56,31
3.34,2.04,0.0,1.54,35
3.54,2.16,0.8200000000000001,2.41,37
3.03,2.09,0.54,2.6100000000000003,49
4.140000000000001,2.49,0.6,2.31,43
3.5700000000000003,2.26,0.6,1.33,33
4.38,2.38,0.34,2.67,47
3.37,2.2800000000000002,0.32,1.94,38
3.2,2.1,0.43,1.83,40
4.47,2.36,0.24,1.05,45
3.12,2.12,0.14,1.5,46
3.7,2.09,0.1,1.25,33
3.63,2.5,0.8200000000000001,2.06,37
3.14,2.2,0.43,1.69,50
4.23,2.5,0.68,1.06,30
3.09,2.21,0.63,2.19,44
4.3,2.39,0.44,2.49,41
4.01,2.36,0.39,2.39,31
3.52,2.44,0.81,2.59,49
4.1,2.39,0.12,1.32,46
3.88,2.11,0.75,1.81,31
4.25,2.44,0.18,1.58,30
3.48,2.18,0.9,2.06,49
3.49,2.06,0.51,1.16,41
3.62,2.36,0.67,2.54,48
3.83,2.31,0.99,2.0,48
3.15,2.25,0.62,1.81,38
3.89,2.39,0.62,2.0,30
4.34,2.17,0.51,2.8600000000000003,43
4.18,2.27,0.88,1.06,30
4.18,2.38,0.58,2.33,45
3.96,2.08,0.59,2.6,35
4.42,2.4,0.53,1.99,34
3.55,2.08,0.77,2.71,33
3.4,2.29,0.56,1.0,40
3.41,2.09,0.4,2.84,36
3.7,2.46,0.9,1.4100000000000001,39
3.13,2.45,0.46,1.7000000000000002,43
4.07,2.13,0.67,2.7,28
4.0,2.14,0.74,1.78,39
3.99,2.41,0.6,2.39,45
3.18,2.31,0.53,2.02,30
3.22,2.24,0.45,1.75,32
3.44,2.3,0.76,2.66,28
3.83,2.07,0.17,2.14,30
3.34,2.19,0.65,1.77,36
3.5700000000000003,2.05,0.15,2.19,46
3.34,2.36,0.2,1.04,49
4.16,2.18,0.15,3.0,50
3.26,2.31,0.23,1.49,39
3.3,2.13,0.47000000000000003,2.83,40
3.49,2.48,0.28,2.25,41
4.29,2.25,0.2,2.02,36
4.33,2.1,0.63,1.34,40
3.54,2.01,0.63,1.72,50
4.36,2.01,0.28,1.38,40
4.4399999999999995,2.22,0.84,1.22,32
4.23,2.02,0.59,2.49,34
3.21,2.03,0.44,2.8600000000000003,38
3.55,2.11,0.64,2.41,48
3.64,2.12,0.22,1.17,35
3.47,2.19,0.31,1.9500000000000002,49
3.8,2.42,0.5700000000000001,1.23,38
4.35,2.3,0.41000000000000003,1.48,36
4.01,2.14,0.19,1.6800000000000002,30
3.63,2.04,0.59,2.83,47
4.1,2.46,0.23,1.42,34
3.51,2.42,0.76,1.58,40
4.38,2.02,0.26,1.99,46
3.81,2.05,0.24,1.37,43
3.92,2.02,0.75,2.9299999999999997,44
3.5,2.41,0.46,2.41,39
3.47,2.14,0.79,1.33,29
3.74,2.43,0.5,1.2,37
3.0,2.12,0.7000000000000001,2.5300000000000002,43
3.7800000000000002,2.32,0.62,2.0300000000000002,32
3.62,2.13,0.51,1.73,49
3.62,2.05,0.37,2.4299999999999997,45
3.14,2.23,0.76,1.1,34
4.35,2.4,0.08,1.28,45
3.56,2.2800000000000002,0.08,2.27,50
3.64,2.27,0.53,2.48,31
3.49,2.11,0.86,1.75,34
3.05,2.03,0.9500000000000001,1.53,40
4.4399999999999995,2.42,0.03,1.6099999999999999,45
3.09,2.25,0.39,2.69,41
3.52,2.14,0.27,2.08,47
3.06,2.04,0.27,1.04,37
3.27,2.47,0.59,1.73,43
3.36,2.32,0.9400000000000001,2.66,33
3.36,2.02,0.5700000000000001,2.04,48
3.0,2.41,0.55,1.33,43
3.44,2.1,0.38,1.28,48
3.13,2.15,0.25,1.73,44
3.51,2.11,0.09,1.6099999999999999,48
3.37,2.05,0.9,2.27,46
4.0,2.45,0.4,2.5700000000000003,38
3.75,2.38,0.59,2.44,35
3.31,2.46,0.39,2.67,49
3.49,2.47,0.51,2.91,33
3.85,2.2800000000000002,0.36,2.84,41
4.12,2.17,0.87,1.3900000000000001,35
4.47,2.41,0.38,2.7,30
4.04,2.07,0.14,1.47,43
4.45,2.07,0.21,1.79,49
4.47,2.39,0.9,1.29,46
3.81,2.36,0.3,1.42,32
3.6,2.33,0.8200000000000001,2.8,30
3.4,2.02,0.63,1.18,28
3.5700000000000003,2.25,0.11,2.0300000000000002,49
3.92,2.42,0.75,1.33,48
4.03,2.02,0.6900000000000001,2.81,38
4.18,2.22,0.2,2.2800000000000002,40
3.49,2.3,0.0,1.32,46
3.12,2.29,0.02,1.55,36
4.18,2.04,0.09,1.8900000000000001,45
4.15,2.19,0.6,2.55,39
4.12,2.32,0.65,1.08,37
3.66,2.41,0.99,2.05,29
4.41,2.1,0.81,2.05,33
3.34,2.41,0.43,1.3599999999999999,30
4.140000000000001,2.17,0.72,1.18,38
3.4,2.11,0.62,2.99,48
3.0,2.12,0.71,1.3900000000000001,44
3.9699999999999998,2.48,0.25,1.24,46
3.32,2.03,0.59,1.1400000000000001,32
4.2,2.39,0.58,2.45,44
3.89,2.18,0.63,2.7199999999999998,30
3.22,2.33,0.98,1.34,38
4.01,2.3,0.38,2.39,37
3.01,2.4,0.47000000000000003,2.56,46
3.45,2.11,0.98,2.6100000000000003,40
3.52,2.01,0.49,2.19,49
3.98,2.07,0.07,1.8900000000000001,32
3.7199999999999998,2.01,0.46,2.4299999999999997,39
4.49,2.05,0.3,1.0,50
3.71,2.21,0.11,1.07,35
3.13,2.14,0.9400000000000001,1.48,30
4.1,2.04,0.72,1.67,34
4.45,2.46,0.2,1.8900000000000001,30
3.5700000000000003,2.5,0.48,2.6799999999999997,37
3.12,2.15,0.39,2.8200000000000003,31
4.07,2.49,0.05,2.83,34
3.77,2.16,0.19,1.83,39
3.8200000000000003,2.43,0.37,1.9,39
4.41,2.43,0.35000000000000003,2.98,35
3.7,2.11,0.6,2.09,46
999.0,999.0,999.0,999.0,999
3.81,2.3,0.17,2.77,38
3.94,2.49,0.01,2.7199999999999998,48
3.64,2.29,0.13,2.46,36
3.83,2.31,0.98,2.05,48
3.42,2.19,0.46,1.12,48
3.56,2.18,0.36,1.0,46
3.37,2.33,0.68,2.87,33
3.34,2.06,0.12,1.9500000000000002,47
3.2,2.19,0.4,2.81,36
3.73,2.31,0.28,1.87,42
3.17,2.2,0.85,2.4000000000000004,29
3.7,2.31,0.79,2.27,47
3.3,2.31,0.2,2.8,36
4.26,2.27,0.41000000000000003,2.26,36
3.74,2.03,0.33,2.79,47
4.32,2.42,0.09,1.9,49
3.32,2.13,0.87,1.6,45
4.37,2.12,0.61,2.75,45
4.5,2.02,0.4,2.99,30
4.4,2.23,0.11,2.27,45
4.03,2.17,0.07,2.2800000000000002,48
3.33,2.22,0.76,1.1400000000000001,28
3.27,2.33,0.58,2.99,37
4.04,2.1,0.72,1.65,41
3.88,2.42,0.45,2.52,41
4.15,2.17,0.08,1.78,32
3.16,2.3,0.81,2.98,46
3.56,2.18,0.58,2.88,45
3.84,2.39,0.05,1.48,35
3.92,2.3,0.9500000000000001,1.54,29
4.5,2.12,0.26,1.38,29
3.17,2.14,0.81,2.77,28
3.61,2.46,0.92,1.18,36
3.71,2.42,1.0,2.81,30
3.22,2.02,0.78,1.96,44
4.3100000000000005,2.32,0.48,2.7199999999999998,49
4.13,2.18,0.38,2.46,47
3.89,2.0,0.67,1.35,43
3.75,2.1,0.92,1.22,45
4.2,2.15,0.48,2.74,45
4.13,2.41,0.76,1.6600000000000001,39
4.12,2.12,0.28,1.46,48
3.01,2.19,0.86,2.14,43
3.29,2.35,0.16,2.62,33
3.38,2.38,0.22,1.12,50
3.7,2.31,0.93,2.19,31
3.17,2.19,0.27,1.74,31
3.38,2.2,0.84,2.1,49
4.0,2.24,0.9500000000000001,2.75,32
3.99,2.5,0.25,2.06,32
4.35,2.4,0.52,2.79,45
3.88,2.5,0.8,1.4,34
4.08,2.21,0.38,2.34,33
4.21,2.41,0.42,1.55,44
3.25,2.23,0.5700000000000001,1.81,32
4.16,2.01,0.11,2.9000000000000004,41
3.13,2.38,0.03,1.19,49
3.86,2.33,0.21,2.17,30
3.9,2.44,0.06,1.26,42
4.0,2.15,0.52,2.84,45
3.51,2.32,0.76,1.06,31
3.34,2.14,0.62,2.67,30
3.33,2.4,0.92,1.4,30
3.85,2.19,0.66,1.49,47
3.88,2.22,0.84,1.83,29
4.13,2.07,0.8200000000000001,1.0,42
4.01,2.22,0.85,1.76,47
3.51,2.18,0.9400000000000001,1.72,39
3.29,2.33,0.86,1.67,43
3.7199999999999998,2.29,0.32,1.27,41
3.9,2.33,0.32,1.9100000000000001,44
3.75,2.16,0.9400000000000001,2.3,33
3.6,2.11,0.72,1.62,44
3.74,2.19,0.16,2.58,46
4.48,2.24,0.86,1.1,50
3.95,2.04,0.5700000000000001,1.8399999999999999,45
3.9,2.17,0.33,2.42,45
3.16,2.33,0.67,1.44,48
3.69,2.49,0.28,2.1,42
4.41,2.01,0.28,1.6099999999999999,36
3.7,2.47,0.86,2.14,41
3.76,2.41,0.03,2.45,44
3.71,2.29,0.16,2.79,41
3.34,2.36,0.25,1.6600000000000001,37
3.98,2.02,0.93,2.98,33
3.81,2.15,0.07,1.35,31
3.79,2.03,0.44,2.8,39
3.41,2.13,0.75,1.33,44
4.4,2.02,0.98,1.72,34
3.63,2.19,0.54,1.17,39
3.67,2.21,0.72,2.9000000000000004,50
4.26,2.17,0.27,2.31,29
3.2,2.18,0.45,1.83,35
4.04,2.27,0.5,1.55,42
4.26,2.2,0.23,2.8600000000000003,31
4.36,2.24,0.12,2.2800000000000002,32
4.25,2.02,0.41000000000000003,2.42,44
3.68,2.48,0.79,1.52,42
4.42,2.08,0.46,1.83,41
4.12,2.38,0.5700000000000001,1.17,47
4.5,2.06,0.85,1.8599999999999999,47
4.25,2.39,0.34,2.62,38
3.42,2.07,0.37,2.02,48
3.0,2.34,0.32,2.3600000000000003,44
3.51,2.21,0.42,1.9300000000000002,46
3.67,2.23,0.46,2.51,32
3.33,2.13,0.26,1.3,44
3.11,2.42,0.55,2.0,35
3.16,2.14,0.25,2.44,33
3.49,2.15,0.48,2.58,42
3.24,2.14,0.1,1.0,35
3.83,2.12,0.27,1.12,30
3.94,2.26,0.84,2.2,50
3.55,2.36,0.8,2.05,28
3.43,2.1,0.07,1.31,36
3.27,2.1,0.44,2.8600000000000003,36
3.29,2.2,0.51,2.99,41
3.19,2.2,0.3,2.8200000000000003,31
4.12,2.38,0.87,1.97,40
3.08,2.39,0.84,2.14,32
3.87,2.04,0.7000000000000001,1.3,45
4.23,2.33,0.46,2.5700000000000003,29
3.51,2.0,0.47000000000000003,2.4299999999999997,48
3.71,2.13,0.65,1.6400000000000001,32
4.01,2.27,0.9500000000000001,1.3599999999999999,46
4.35,2.44,0.41000000000000003,2.88,42
3.38,2.05,0.86,1.62,50
3.9699999999999998,2.4,0.14,2.77,29
4.36,2.27,0.93,1.01,29
4.05,2.48,0.93,2.67,35
3.2,2.12,0.81,2.39,44
3.74,2.36,0.42,2.5700000000000003,39
3.79,2.34,0.5,1.38,48
4.08,2.36,0.63,2.2199999999999998,30
3.56,2.46,0.85,1.51,50
3.43,2.32,0.68,1.07,50
4.35,2.27,0.05,2.24,47
4.29,2.14,0.26,1.63,29
4.37,2.33,0.99,1.99,39
3.32,2.33,0.8300000000000001,1.65,41
4.1,2.49,0.21,2.8200000000000003,32
4.140000000000001,2.19,0.3,1.75,37
3.42,2.03,0.85,2.1799999999999997,35
4.35,2.2800000000000002,0.04,2.34,45
3.09,2.08,0.91,1.09,48
3.4,2.2,0.9400000000000001,2.76,42
3.52,2.03,0.9,1.77,34
3.73,2.17,0.9500000000000001,1.6600000000000001,40
4.13,2.47,0.77,1.25,48
3.01,2.3,0.15,2.67,32
3.23,2.43,0.84,1.35,29
3.01,2.27,0.49,2.2,42
3.74,2.0,0.63,1.38,48
4.4399999999999995,2.08,0.42,1.11,32
3.88,2.37,0.63,2.0300000000000002,49
4.38,2.22,0.3,1.16,37
3.41,2.16,0.24,1.6600000000000001,49
3.46,2.24,0.8,1.85,49
4.36,2.23,0.24,2.71,47
4.1899999999999995,2.03,0.88,2.0700000000000003,44
4.46,2.46,0.15,1.43,32
3.58,2.14,0.33,2.96,47
3.62,2.46,0.9,2.94,45
3.2800000000000002,2.03,0.79,2.59,50
3.41,2.05,0.27,2.66,45
4.36,2.08,0.51,2.29,48
3.86,2.06,0.77,2.6500000000000004,47
4.45,2.44,0.08,1.27,35
3.54,2.24,0.3,1.99,43
4.1899999999999995,2.06,0.76,1.32,42
3.41,2.25,0.29,1.82,49
4.29,2.42,0.38,2.87,49
4.28,2.13,0.02,1.05,47
3.12,2.08,0.71,2.2199999999999998,32
4.43,2.4,0.6900000000000001,2.9299999999999997,47
3.8,2.43,0.77,2.5300000000000002,45
3.07,2.3,0.02,2.3200000000000003,33
3.88,2.44,0.34,1.74,29
3.25,2.23,0.53,2.39,48
3.58,2.34,0.12,2.45,34
4.33,2.45,0.48,2.09,37
3.51,2.31,0.81,1.09,29
4.15,2.22,0.73,2.8600000000000003,28
3.51,2.14,0.81,1.02,48
3.54,2.27,0.9,2.64,39
3.56,2.19,0.54,2.95,43
3.12,2.07,0.3,1.25,34
3.6,2.09,0.58,2.52,36
4.17,2.24,0.4,2.04,43
3.4,2.2,0.47000000000000003,1.04,34
4.390000000000001,2.44,0.12,2.63,31
4.28,2.01,0.75,1.94,33
3.44,2.4,0.74,2.42,31
4.26,2.12,0.66,1.83,46
3.27,2.12,0.29,2.91,30
3.19,2.02,0.02,2.9699999999999998,48
3.05,2.21,0.56,2.4000000000000004,34
3.81,2.02,0.37,2.8200000000000003,33
3.23,2.35,0.53,1.54,45
4.28,2.46,0.01,1.55,30
3.94,2.16,0.71,1.05,50
3.8200000000000003,2.03,0.25,2.14,48
3.62,2.08,0.08,2.79,42
4.24,2.46,0.72,2.48,48
3.32,2.44,0.16,1.18,48
3.94,2.4,0.42,1.52,35
3.66,2.09,0.52,1.48,48
4.26,2.02,0.61,1.97,29
4.23,2.15,0.36,1.02,44
3.0,2.4,0.59,1.46,33
4.15,2.03,0.15,2.8600000000000003,43
4.0600000000000005,2.08,0.67,1.15,34
3.5300000000000002,2.05,0.41000000000000003,1.04,38
3.45,2.36,0.05,2.26,41
3.08,2.38,0.8300000000000001,2.33,32
4.16,2.19,0.5700000000000001,1.29,38
3.7199999999999998,2.45,0.55,1.43,39
3.7199999999999998,2.27,0.55,1.46,32
4.390000000000001,2.29,0.79,2.7800000000000002,29
3.91,2.44,0.66,1.03,32
4.2,2.18,0.98,1.73,31
4.24,2.43,0.62,1.63,31
3.26,2.45,0.55,2.73,46
3.52,2.01,0.44,2.2800000000000002,46
4.03,2.08,0.52,2.0,48
3.71,2.18,0.11,1.75,45
4.2,2.38,0.8200000000000001,2.25,31
3.8200000000000003,2.16,0.49,2.12,42
4.03,2.2800000000000002,0.6,1.5899999999999999,47
3.65,2.32,0.49,1.44,42
3.24,2.32,0.33,1.47,43
3.42,2.36,0.66,1.69,44
4.4,2.12,0.99,2.79,28
3.94,2.5,0.23,2.6100000000000003,36
4.33,2.27,0.47000000000000003,1.18,36
3.52,2.27,0.8200000000000001,1.3,49
3.76,2.04,0.53,2.88,30
3.58,2.09,0.67,2.77,41
4.5,2.09,0.9400000000000001,2.06,33
3.07,2.16,0.8300000000000001,1.8599999999999999,44
4.390000000000001,2.09,0.56,1.51,47
4.38,2.16,0.48,1.53,43
3.0,2.05,0.99,2.3,49
3.83,2.31,0.81,1.72,38
3.6,2.15,0.48,1.75,35
3.35,2.35,0.12,2.0300000000000002,28
3.47,2.39,0.79,2.64,30
3.23,2.38,0.7000000000000001,2.6799999999999997,33
3.16,2.13,0.2,2.7199999999999998,44
4.29,2.22,0.35000000000000003,1.73,37
3.62,2.43,0.27,1.51,33
3.96,2.36,0.55,2.9299999999999997,36
3.75,2.11,0.9500000000000001,1.05,42
3.34,2.36,0.87,2.88,31
4.45,2.06,0.98,1.9,38
3.14,2.36,0.51,1.26,39
3.39,2.37,0.99,1.73,50
3.35,2.38,0.48,2.9299999999999997,34
3.95,2.11,0.61,2.91,46
3.67,2.07,0.2,2.91,36
3.8,2.46,0.06,1.73,46
3.62,2.19,0.26,2.69,41
3.2800000000000002,2.31,0.73,2.6799999999999997,44
4.35,2.25,0.26,1.51,50
3.85,2.49,0.45,2.9299999999999997,44
4.3100000000000005,2.44,0.18,2.04,48
3.98,2.38,0.32,2.19,41
4.42,2.34,0.42,1.87,38
3.38,2.49,0.38,2.88,38
3.17,2.15,0.11,2.08,41
4.34,2.33,0.41000000000000003,2.98,33
3.51,2.42,0.8,1.9500000000000002,49
